,ID,bed,bath,acre_lot,state,zip_code,house_size,prev_sold_date,price,price_per_sqfoot,month
0,24268,3.0,2.0,0.16,Massachusetts,1002,1280.0,2021-08-19 00:00:00.000000,275000.0,215.0,2021-08
1,25013,4.0,3.0,0.46,Massachusetts,1075,2108.0,2021-09-21 00:00:00.000000,400000.0,190.0,2021-09
2,25062,4.0,1.0,0.91,Massachusetts,1027,1404.0,2021-09-23 00:00:00.000000,349900.0,249.0,2021-09
3,25101,3.0,2.0,0.16,Massachusetts,1002,1280.0,2021-08-19 00:00:00.000000,275000.0,215.0,2021-08
4,25181,4.0,2.0,0.13,Massachusetts,1040,1529.0,2021-03-22 00:00:00.000000,229000.0,150.0,2021-03
5,27821,4.0,3.0,2.34,Connecticut,6238,3320.0,2021-06-01 00:00:00.000000,579900.0,175.0,2021-06
6,27918,3.0,2.0,0.34,Massachusetts,1085,1424.0,2021-11-10 00:00:00.000000,299413.0,210.0,2021-11
7,27994,4.0,1.0,0.91,Massachusetts,1027,1404.0,2021-09-23 00:00:00.000000,349900.0,249.0,2021-09
8,28341,1.0,1.0,5.46,Massachusetts,1026,600.0,2021-05-05 00:00:00.000000,144000.0,240.0,2021-05
9,28573,4.0,3.0,3.35,Connecticut,6063,2626.0,2022-01-04 00:00:00.000000,556000.0,212.0,2022-01
10,28682,3.0,1.0,0.14,Connecticut,6098,1170.0,2021-04-29 00:00:00.000000,279000.0,238.0,2021-04
11,28706,3.0,3.0,6.92,Connecticut,6063,2462.0,2022-01-04 00:00:00.000000,493000.0,200.0,2022-01
12,28712,3.0,1.0,0.06,Connecticut,6082,1209.0,2021-08-05 00:00:00.000000,189900.0,157.0,2021-08
13,28889,1.0,1.0,5.46,Massachusetts,1026,600.0,2021-05-05 00:00:00.000000,144000.0,240.0,2021-05
14,28997,4.0,1.0,0.91,Massachusetts,1027,1404.0,2021-09-23 00:00:00.000000,349900.0,249.0,2021-09
15,29082,3.0,1.0,0.62,Connecticut,6035,1040.0,2021-12-29 00:00:00.000000,250000.0,240.0,2021-12
16,29085,3.0,3.0,2.17,Connecticut,6060,2457.0,2021-04-05 00:00:00.000000,625000.0,254.0,2021-04
17,29097,3.0,3.0,1.0,Connecticut,6082,2010.0,2022-01-06 00:00:00.000000,495000.0,246.0,2022-01
18,29119,4.0,3.0,2.11,Connecticut,6063,2626.0,2022-01-04 00:00:00.000000,569000.0,217.0,2022-01
19,29133,3.0,1.0,0.35,Connecticut,6096,996.0,2021-12-03 00:00:00.000000,269900.0,271.0,2021-12
20,29280,3.0,2.0,0.35,Connecticut,6078,1864.0,2021-12-01 00:00:00.000000,359800.0,193.0,2021-12
21,29303,4.0,3.0,1.94,Connecticut,6060,3000.0,2021-04-19 00:00:00.000000,625000.0,208.0,2021-04
22,29340,3.0,2.0,0.63,Connecticut,6082,1308.0,2021-10-13 00:00:00.000000,269900.0,206.0,2021-10
23,29363,5.0,2.0,0.11,Massachusetts,1108,1634.0,2021-10-12 00:00:00.000000,269000.0,165.0,2021-10
24,29373,2.0,2.0,0.28,Connecticut,6096,947.0,2021-11-01 00:00:00.000000,247900.0,262.0,2021-11
25,29447,4.0,2.0,0.34,Connecticut,6081,1226.0,2021-05-03 00:00:00.000000,319700.0,261.0,2021-05
26,29454,2.0,2.0,1.0,Massachusetts,1085,1341.0,2022-01-05 00:00:00.000000,237900.0,177.0,2022-01
27,29473,5.0,2.0,0.06,Connecticut,6082,1824.0,2022-01-13 00:00:00.000000,229900.0,126.0,2022-01
28,29493,3.0,3.0,1.07,Connecticut,6078,1630.0,2021-03-31 00:00:00.000000,419900.0,258.0,2021-03
29,29502,3.0,2.0,0.34,Massachusetts,1085,1424.0,2021-11-10 00:00:00.000000,299413.0,210.0,2021-11
30,29506,4.0,2.0,0.19,Connecticut,6082,1982.0,2022-01-19 00:00:00.000000,269900.0,136.0,2022-01
31,29609,1.0,1.0,5.46,Massachusetts,1026,600.0,2021-05-05 00:00:00.000000,144000.0,240.0,2021-05
32,29674,4.0,3.0,0.46,Massachusetts,1075,2108.0,2021-09-21 00:00:00.000000,400000.0,190.0,2021-09
33,29723,4.0,1.0,0.91,Massachusetts,1027,1404.0,2021-09-23 00:00:00.000000,349900.0,249.0,2021-09
34,29917,4.0,2.0,0.15,Massachusetts,1069,1922.0,2021-09-20 00:00:00.000000,189000.0,98.0,2021-09
35,29987,4.0,3.0,3.35,Connecticut,6063,2626.0,2022-01-04 00:00:00.000000,556000.0,212.0,2022-01
36,30000,4.0,3.0,2.07,Connecticut,6057,2500.0,2021-05-14 00:00:00.000000,549900.0,220.0,2021-05
37,30035,4.0,3.0,1.17,Connecticut,6092,2500.0,2021-05-19 00:00:00.000000,499900.0,200.0,2021-05
38,30225,3.0,3.0,6.92,Connecticut,6063,2462.0,2022-01-04 00:00:00.000000,493000.0,200.0,2022-01
39,30258,4.0,2.0,1.23,Connecticut,6013,1613.0,2021-03-01 00:00:00.000000,369000.0,229.0,2021-03
40,30303,3.0,1.0,0.62,Connecticut,6035,1040.0,2021-12-29 00:00:00.000000,250000.0,240.0,2021-12
41,30336,3.0,3.0,2.17,Connecticut,6060,2457.0,2021-04-05 00:00:00.000000,625000.0,254.0,2021-04
42,30457,3.0,2.0,0.47,Connecticut,6062,1130.0,2022-02-23 00:00:00.000000,239900.0,212.0,2022-02
43,30471,4.0,3.0,0.77,Connecticut,6070,2468.0,2021-10-18 00:00:00.000000,400000.0,162.0,2021-10
44,30481,1.0,1.0,5.46,Massachusetts,1026,600.0,2021-05-05 00:00:00.000000,144000.0,240.0,2021-05
45,30505,4.0,3.0,2.11,Connecticut,6063,2626.0,2022-01-04 00:00:00.000000,569000.0,217.0,2022-01
46,30541,2.0,1.0,0.23,Connecticut,6062,798.0,2021-10-21 00:00:00.000000,199900.0,251.0,2021-10
47,30563,4.0,3.0,1.94,Connecticut,6060,3000.0,2021-04-19 00:00:00.000000,625000.0,208.0,2021-04
48,30724,4.0,3.0,0.92,Connecticut,6070,1916.0,2021-09-13 00:00:00.000000,424900.0,222.0,2021-09
49,30798,4.0,2.0,0.34,Connecticut,6081,1226.0,2021-05-03 00:00:00.000000,319700.0,261.0,2021-05
50,30807,4.0,5.0,1.16,Connecticut,6089,4144.0,2021-10-01 00:00:00.000000,995000.0,240.0,2021-10
51,30838,3.0,2.0,0.29,Connecticut,6062,1056.0,2021-10-26 00:00:00.000000,269900.0,256.0,2021-10
52,30840,3.0,2.0,0.34,Massachusetts,1085,1424.0,2021-11-10 00:00:00.000000,299413.0,210.0,2021-11
53,31029,3.0,1.0,0.06,Connecticut,6082,1209.0,2021-08-05 00:00:00.000000,189900.0,157.0,2021-08
54,31052,3.0,1.0,0.62,Connecticut,6035,1040.0,2021-12-29 00:00:00.000000,250000.0,240.0,2021-12
55,31080,3.0,3.0,2.17,Connecticut,6060,2457.0,2021-04-05 00:00:00.000000,625000.0,254.0,2021-04
56,31100,3.0,1.0,0.35,Connecticut,6096,996.0,2021-12-03 00:00:00.000000,269900.0,271.0,2021-12
57,31106,3.0,3.0,1.0,Connecticut,6082,2010.0,2022-01-06 00:00:00.000000,495000.0,246.0,2022-01
58,31115,3.0,3.0,3.11,Massachusetts,1095,2275.0,2021-06-18 00:00:00.000000,599000.0,263.0,2021-06
59,31137,5.0,3.0,0.35,Connecticut,6082,2064.0,2021-04-05 00:00:00.000000,349900.0,170.0,2021-04
60,31163,3.0,3.0,0.5,Connecticut,6082,1904.0,2021-06-28 00:00:00.000000,319900.0,168.0,2021-06
61,31208,3.0,2.0,0.35,Connecticut,6078,1864.0,2021-12-01 00:00:00.000000,359800.0,193.0,2021-12
62,31255,4.0,3.0,0.46,Massachusetts,1075,2108.0,2021-09-21 00:00:00.000000,400000.0,190.0,2021-09
63,31266,4.0,1.0,0.91,Massachusetts,1027,1404.0,2021-09-23 00:00:00.000000,349900.0,249.0,2021-09
64,31306,3.0,2.0,0.16,Massachusetts,1108,1181.0,2021-06-15 00:00:00.000000,244900.0,207.0,2021-06
65,31312,3.0,2.0,0.63,Connecticut,6082,1308.0,2021-10-13 00:00:00.000000,269900.0,206.0,2021-10
66,31336,4.0,2.0,0.15,Massachusetts,1069,1922.0,2021-09-20 00:00:00.000000,189000.0,98.0,2021-09
67,31342,2.0,2.0,0.28,Connecticut,6096,947.0,2021-11-01 00:00:00.000000,247900.0,262.0,2021-11
68,31345,3.0,2.0,0.14,Massachusetts,1151,1799.0,2021-12-14 00:00:00.000000,299000.0,166.0,2021-12
69,31375,5.0,2.0,0.11,Massachusetts,1108,1634.0,2021-10-12 00:00:00.000000,269000.0,165.0,2021-10
70,31429,3.0,1.0,0.17,Massachusetts,1109,1085.0,2022-01-21 00:00:00.000000,219900.0,203.0,2022-01
71,31436,3.0,2.0,0.16,Massachusetts,1002,1280.0,2021-08-19 00:00:00.000000,275000.0,215.0,2021-08
72,31473,2.0,2.0,1.0,Massachusetts,1085,1341.0,2022-01-05 00:00:00.000000,237900.0,177.0,2022-01
73,31524,5.0,2.0,0.06,Connecticut,6082,1824.0,2022-01-13 00:00:00.000000,229900.0,126.0,2022-01
74,31622,3.0,2.0,1.03,Connecticut,6082,1414.0,2022-02-04 00:00:00.000000,279900.0,198.0,2022-02
75,31636,3.0,3.0,1.07,Connecticut,6078,1630.0,2021-03-31 00:00:00.000000,419900.0,258.0,2021-03
76,31638,4.0,2.0,0.19,Connecticut,6082,1982.0,2022-01-19 00:00:00.000000,269900.0,136.0,2022-01
77,31649,3.0,2.0,0.34,Massachusetts,1085,1424.0,2021-11-10 00:00:00.000000,299413.0,210.0,2021-11
78,31704,1.0,1.0,5.46,Massachusetts,1026,600.0,2021-05-05 00:00:00.000000,144000.0,240.0,2021-05
79,31727,3.0,3.0,2.17,Connecticut,6060,2457.0,2021-04-05 00:00:00.000000,625000.0,254.0,2021-04
80,31803,4.0,3.0,0.46,Massachusetts,1075,2108.0,2021-09-21 00:00:00.000000,400000.0,190.0,2021-09
81,31851,4.0,1.0,0.91,Massachusetts,1027,1404.0,2021-09-23 00:00:00.000000,349900.0,249.0,2021-09
82,31970,2.0,2.0,1.0,Massachusetts,1085,1341.0,2022-01-05 00:00:00.000000,237900.0,177.0,2022-01
83,32013,4.0,2.0,0.13,Massachusetts,1040,1529.0,2021-03-22 00:00:00.000000,229000.0,150.0,2021-03
84,32214,3.0,2.0,5.49,Connecticut,6238,1288.0,2021-06-04 00:00:00.000000,164900.0,128.0,2021-06
85,32396,3.0,1.0,0.06,Connecticut,6082,1209.0,2021-08-05 00:00:00.000000,189900.0,157.0,2021-08
86,32435,4.0,3.0,1.34,Connecticut,6029,2850.0,2021-11-17 00:00:00.000000,629900.0,221.0,2021-11
87,32437,3.0,3.0,1.02,Connecticut,6066,2358.0,2021-12-01 00:00:00.000000,625000.0,265.0,2021-12
88,32470,3.0,2.0,0.52,Connecticut,6074,1248.0,2021-12-13 00:00:00.000000,349900.0,280.0,2021-12
89,32497,3.0,2.0,0.63,Connecticut,6071,1166.0,2021-10-25 00:00:00.000000,249525.0,214.0,2021-10
90,32521,3.0,3.0,1.0,Connecticut,6082,2010.0,2022-01-06 00:00:00.000000,495000.0,246.0,2022-01
91,32568,4.0,2.0,1.43,Connecticut,6029,1758.0,2021-03-04 00:00:00.000000,349900.0,199.0,2021-03
92,32586,3.0,1.0,1.0,Connecticut,6076,1008.0,2021-09-20 00:00:00.000000,229900.0,228.0,2021-09
93,32588,3.0,2.0,0.63,Connecticut,6108,2189.0,2021-05-21 00:00:00.000000,299900.0,137.0,2021-05
94,32665,3.0,3.0,0.51,Connecticut,6040,2152.0,2021-12-16 00:00:00.000000,389900.0,181.0,2021-12
95,32669,5.0,8.0,1.93,Connecticut,6073,5353.0,2021-03-24 00:00:00.000000,925000.0,173.0,2021-03
96,32671,3.0,2.0,0.93,Connecticut,6029,1028.0,2021-11-10 00:00:00.000000,259900.0,253.0,2021-11
97,32694,3.0,3.0,3.11,Massachusetts,1095,2275.0,2021-06-18 00:00:00.000000,599000.0,263.0,2021-06
98,32722,3.0,1.0,0.34,Connecticut,6238,992.0,2021-03-25 00:00:00.000000,244900.0,247.0,2021-03
99,32727,5.0,3.0,0.35,Connecticut,6082,2064.0,2021-04-05 00:00:00.000000,349900.0,170.0,2021-04
100,32742,3.0,3.0,0.5,Connecticut,6082,1904.0,2021-06-28 00:00:00.000000,319900.0,168.0,2021-06
101,32796,3.0,2.0,0.52,Connecticut,6040,1416.0,2021-10-01 00:00:00.000000,264900.0,187.0,2021-10
102,32835,3.0,3.0,2.59,Connecticut,6238,1800.0,2021-10-18 00:00:00.000000,384900.0,214.0,2021-10
103,32853,4.0,3.0,0.45,Connecticut,6066,1527.0,2021-10-27 00:00:00.000000,339900.0,223.0,2021-10
104,32855,4.0,3.0,0.46,Massachusetts,1075,2108.0,2021-09-21 00:00:00.000000,400000.0,190.0,2021-09
105,32899,3.0,2.0,0.16,Massachusetts,1108,1181.0,2021-06-15 00:00:00.000000,244900.0,207.0,2021-06
106,32906,3.0,2.0,0.63,Connecticut,6082,1308.0,2021-10-13 00:00:00.000000,269900.0,206.0,2021-10
107,32973,3.0,3.0,1.01,Connecticut,6238,2161.0,2021-04-01 00:00:00.000000,399900.0,185.0,2021-04
108,32978,4.0,2.0,0.15,Massachusetts,1069,1922.0,2021-09-20 00:00:00.000000,189000.0,98.0,2021-09
109,32983,3.0,2.0,0.14,Massachusetts,1151,1799.0,2021-12-14 00:00:00.000000,299000.0,166.0,2021-12
110,32984,2.0,2.0,0.28,Connecticut,6096,947.0,2021-11-01 00:00:00.000000,247900.0,262.0,2021-11
111,33048,5.0,2.0,0.11,Massachusetts,1108,1634.0,2021-10-12 00:00:00.000000,269000.0,165.0,2021-10
112,33058,3.0,2.0,0.16,Connecticut,6016,1320.0,2021-04-06 00:00:00.000000,214900.0,163.0,2021-04
113,33075,3.0,1.0,0.17,Massachusetts,1109,1085.0,2022-01-21 00:00:00.000000,219900.0,203.0,2022-01
114,33097,3.0,2.0,0.94,Connecticut,6029,1939.0,2021-06-16 00:00:00.000000,469900.0,242.0,2021-06
115,33115,3.0,2.0,0.16,Massachusetts,1002,1280.0,2021-08-19 00:00:00.000000,275000.0,215.0,2021-08
116,33138,3.0,3.0,1.48,Connecticut,6232,1124.0,2021-09-13 00:00:00.000000,299000.0,266.0,2021-09
117,33154,4.0,4.0,0.57,Connecticut,6033,1920.0,2021-04-29 00:00:00.000000,444900.0,232.0,2021-04
118,33177,3.0,3.0,6.23,Connecticut,6238,1531.0,2021-04-28 00:00:00.000000,299900.0,196.0,2021-04
119,33179,4.0,2.0,0.14,Connecticut,6108,1606.0,2021-04-05 00:00:00.000000,229000.0,143.0,2021-04
120,33232,5.0,2.0,0.06,Connecticut,6082,1824.0,2022-01-13 00:00:00.000000,229900.0,126.0,2022-01
121,33240,3.0,3.0,0.17,Massachusetts,1092,1400.0,2021-06-16 00:00:00.000000,269900.0,193.0,2021-06
122,33321,3.0,3.0,0.36,Connecticut,6118,1274.0,2021-10-15 00:00:00.000000,329900.0,259.0,2021-10
123,33322,3.0,2.0,3.2,Connecticut,6238,1730.0,2021-10-13 00:00:00.000000,379900.0,220.0,2021-10
124,33426,4.0,2.0,0.13,Massachusetts,1040,1529.0,2021-03-22 00:00:00.000000,229000.0,150.0,2021-03
125,33687,4.0,2.0,0.15,Massachusetts,1069,1922.0,2021-09-20 00:00:00.000000,189000.0,98.0,2021-09
126,34419,1.0,1.0,5.46,Massachusetts,1026,600.0,2021-05-05 00:00:00.000000,144000.0,240.0,2021-05
127,35029,3.0,2.0,0.16,Massachusetts,1002,1280.0,2021-08-19 00:00:00.000000,275000.0,215.0,2021-08
128,35197,4.0,3.0,0.46,Massachusetts,1075,2108.0,2021-09-21 00:00:00.000000,400000.0,190.0,2021-09
129,35209,4.0,1.0,0.91,Massachusetts,1027,1404.0,2021-09-23 00:00:00.000000,349900.0,249.0,2021-09
130,35238,3.0,2.0,0.14,Massachusetts,1151,1799.0,2021-12-14 00:00:00.000000,299000.0,166.0,2021-12
131,35285,3.0,2.0,0.16,Massachusetts,1002,1280.0,2021-08-19 00:00:00.000000,275000.0,215.0,2021-08
132,35321,4.0,2.0,0.13,Massachusetts,1040,1529.0,2021-03-22 00:00:00.000000,229000.0,150.0,2021-03
133,35419,4.0,1.0,0.91,Massachusetts,1027,1404.0,2021-09-23 00:00:00.000000,349900.0,249.0,2021-09
134,35461,3.0,2.0,0.16,Massachusetts,1002,1280.0,2021-08-19 00:00:00.000000,275000.0,215.0,2021-08
135,35488,4.0,3.0,0.46,Massachusetts,1075,2108.0,2021-09-21 00:00:00.000000,400000.0,190.0,2021-09
136,35580,4.0,2.0,0.13,Massachusetts,1040,1529.0,2021-03-22 00:00:00.000000,229000.0,150.0,2021-03
137,35772,1.0,1.0,5.46,Massachusetts,1026,600.0,2021-05-05 00:00:00.000000,144000.0,240.0,2021-05
138,35789,3.0,3.0,2.17,Connecticut,6060,2457.0,2021-04-05 00:00:00.000000,625000.0,254.0,2021-04
139,35871,4.0,3.0,0.46,Massachusetts,1075,2108.0,2021-09-21 00:00:00.000000,400000.0,190.0,2021-09
140,35922,4.0,1.0,0.91,Massachusetts,1027,1404.0,2021-09-23 00:00:00.000000,349900.0,249.0,2021-09
141,35963,3.0,2.0,0.14,Massachusetts,1151,1799.0,2021-12-14 00:00:00.000000,299000.0,166.0,2021-12
142,36000,3.0,2.0,0.16,Massachusetts,1002,1280.0,2021-08-19 00:00:00.000000,275000.0,215.0,2021-08
143,36039,2.0,2.0,1.0,Massachusetts,1085,1341.0,2022-01-05 00:00:00.000000,237900.0,177.0,2022-01
144,36079,4.0,2.0,0.13,Massachusetts,1040,1529.0,2021-03-22 00:00:00.000000,229000.0,150.0,2021-03
145,36249,3.0,3.0,2.17,Connecticut,6060,2457.0,2021-04-05 00:00:00.000000,625000.0,254.0,2021-04
146,36376,4.0,3.0,0.46,Massachusetts,1075,2108.0,2021-09-21 00:00:00.000000,400000.0,190.0,2021-09
147,36425,3.0,2.0,0.16,Massachusetts,1108,1181.0,2021-06-15 00:00:00.000000,244900.0,207.0,2021-06
148,36429,4.0,1.0,0.91,Massachusetts,1027,1404.0,2021-09-23 00:00:00.000000,349900.0,249.0,2021-09
149,36467,3.0,2.0,0.14,Massachusetts,1151,1799.0,2021-12-14 00:00:00.000000,299000.0,166.0,2021-12
150,36477,5.0,2.0,0.11,Massachusetts,1108,1634.0,2021-10-12 00:00:00.000000,269000.0,165.0,2021-10
151,36546,3.0,1.0,0.17,Massachusetts,1109,1085.0,2022-01-21 00:00:00.000000,219900.0,203.0,2022-01
152,36556,3.0,2.0,0.16,Massachusetts,1002,1280.0,2021-08-19 00:00:00.000000,275000.0,215.0,2021-08
153,36590,2.0,2.0,1.0,Massachusetts,1085,1341.0,2022-01-05 00:00:00.000000,237900.0,177.0,2022-01
154,36634,4.0,2.0,0.13,Massachusetts,1040,1529.0,2021-03-22 00:00:00.000000,229000.0,150.0,2021-03
155,36712,3.0,3.0,1.07,Connecticut,6078,1630.0,2021-03-31 00:00:00.000000,419900.0,258.0,2021-03
156,36715,3.0,2.0,0.34,Massachusetts,1085,1424.0,2021-11-10 00:00:00.000000,299413.0,210.0,2021-11
157,36925,3.0,3.0,2.17,Connecticut,6060,2457.0,2021-04-05 00:00:00.000000,625000.0,254.0,2021-04
158,36955,3.0,3.0,3.11,Massachusetts,1095,2275.0,2021-06-18 00:00:00.000000,599000.0,263.0,2021-06
159,36962,3.0,3.0,0.5,Connecticut,6082,1904.0,2021-06-28 00:00:00.000000,319900.0,168.0,2021-06
160,37057,4.0,3.0,0.46,Massachusetts,1075,2108.0,2021-09-21 00:00:00.000000,400000.0,190.0,2021-09
161,37098,3.0,2.0,0.16,Massachusetts,1108,1181.0,2021-06-15 00:00:00.000000,244900.0,207.0,2021-06
162,37104,4.0,1.0,0.91,Massachusetts,1027,1404.0,2021-09-23 00:00:00.000000,349900.0,249.0,2021-09
163,37137,3.0,2.0,0.14,Massachusetts,1151,1799.0,2021-12-14 00:00:00.000000,299000.0,166.0,2021-12
164,37166,5.0,2.0,0.11,Massachusetts,1108,1634.0,2021-10-12 00:00:00.000000,269000.0,165.0,2021-10
165,37218,3.0,1.0,0.17,Massachusetts,1109,1085.0,2022-01-21 00:00:00.000000,219900.0,203.0,2022-01
166,37229,3.0,2.0,0.16,Massachusetts,1002,1280.0,2021-08-19 00:00:00.000000,275000.0,215.0,2021-08
167,37265,2.0,2.0,1.0,Massachusetts,1085,1341.0,2022-01-05 00:00:00.000000,237900.0,177.0,2022-01
168,37387,3.0,2.0,0.34,Massachusetts,1085,1424.0,2021-11-10 00:00:00.000000,299413.0,210.0,2021-11
169,37707,4.0,2.0,0.15,Massachusetts,1069,1922.0,2021-09-20 00:00:00.000000,189000.0,98.0,2021-09
170,37753,3.0,2.0,0.16,Massachusetts,1002,1280.0,2021-08-19 00:00:00.000000,275000.0,215.0,2021-08
171,37779,3.0,3.0,0.17,Massachusetts,1092,1400.0,2021-06-16 00:00:00.000000,269900.0,193.0,2021-06
172,38090,4.0,3.0,1.34,Connecticut,6029,2850.0,2021-11-17 00:00:00.000000,629900.0,221.0,2021-11
173,38094,3.0,1.0,0.06,Connecticut,6082,1209.0,2021-08-05 00:00:00.000000,189900.0,157.0,2021-08
174,38157,3.0,2.0,0.63,Connecticut,6071,1166.0,2021-10-25 00:00:00.000000,249525.0,214.0,2021-10
175,38176,3.0,3.0,1.0,Connecticut,6082,2010.0,2022-01-06 00:00:00.000000,495000.0,246.0,2022-01
176,38187,4.0,2.0,1.43,Connecticut,6029,1758.0,2021-03-04 00:00:00.000000,349900.0,199.0,2021-03
177,38211,3.0,1.0,0.35,Connecticut,6096,996.0,2021-12-03 00:00:00.000000,269900.0,271.0,2021-12
178,38240,3.0,1.0,1.0,Connecticut,6076,1008.0,2021-09-20 00:00:00.000000,229900.0,228.0,2021-09
179,38286,3.0,2.0,0.93,Connecticut,6029,1028.0,2021-11-10 00:00:00.000000,259900.0,253.0,2021-11
180,38294,5.0,3.0,0.35,Connecticut,6082,2064.0,2021-04-05 00:00:00.000000,349900.0,170.0,2021-04
181,38305,3.0,3.0,3.11,Massachusetts,1095,2275.0,2021-06-18 00:00:00.000000,599000.0,263.0,2021-06
182,38309,3.0,3.0,0.5,Connecticut,6082,1904.0,2021-06-28 00:00:00.000000,319900.0,168.0,2021-06
183,38360,3.0,2.0,0.35,Connecticut,6078,1864.0,2021-12-01 00:00:00.000000,359800.0,193.0,2021-12
184,38388,4.0,3.0,0.45,Connecticut,6066,1527.0,2021-10-27 00:00:00.000000,339900.0,223.0,2021-10
185,38423,4.0,3.0,0.46,Massachusetts,1075,2108.0,2021-09-21 00:00:00.000000,400000.0,190.0,2021-09
186,38428,3.0,2.0,0.16,Massachusetts,1108,1181.0,2021-06-15 00:00:00.000000,244900.0,207.0,2021-06
187,38434,3.0,2.0,0.63,Connecticut,6082,1308.0,2021-10-13 00:00:00.000000,269900.0,206.0,2021-10
188,38506,4.0,2.0,0.15,Massachusetts,1069,1922.0,2021-09-20 00:00:00.000000,189000.0,98.0,2021-09
189,38509,2.0,2.0,0.28,Connecticut,6096,947.0,2021-11-01 00:00:00.000000,247900.0,262.0,2021-11
190,38513,3.0,2.0,0.14,Massachusetts,1151,1799.0,2021-12-14 00:00:00.000000,299000.0,166.0,2021-12
191,38544,5.0,2.0,0.11,Massachusetts,1108,1634.0,2021-10-12 00:00:00.000000,269000.0,165.0,2021-10
192,38545,3.0,2.0,0.16,Connecticut,6016,1320.0,2021-04-06 00:00:00.000000,214900.0,163.0,2021-04
193,38588,3.0,2.0,0.94,Connecticut,6029,1939.0,2021-06-16 00:00:00.000000,469900.0,242.0,2021-06
194,38601,3.0,1.0,0.17,Massachusetts,1109,1085.0,2022-01-21 00:00:00.000000,219900.0,203.0,2022-01
195,38639,2.0,2.0,1.0,Massachusetts,1085,1341.0,2022-01-05 00:00:00.000000,237900.0,177.0,2022-01
196,38737,5.0,2.0,0.06,Connecticut,6082,1824.0,2022-01-13 00:00:00.000000,229900.0,126.0,2022-01
197,38800,3.0,3.0,1.07,Connecticut,6078,1630.0,2021-03-31 00:00:00.000000,419900.0,258.0,2021-03
198,38913,4.0,3.0,0.46,Massachusetts,1075,2108.0,2021-09-21 00:00:00.000000,400000.0,190.0,2021-09
199,39011,3.0,2.0,0.34,Massachusetts,1085,1424.0,2021-11-10 00:00:00.000000,299413.0,210.0,2021-11
200,39013,2.0,2.0,1.0,Massachusetts,1085,1341.0,2022-01-05 00:00:00.000000,237900.0,177.0,2022-01
201,39055,3.0,3.0,1.07,Connecticut,6078,1630.0,2021-03-31 00:00:00.000000,419900.0,258.0,2021-03
202,39058,3.0,2.0,0.34,Massachusetts,1085,1424.0,2021-11-10 00:00:00.000000,299413.0,210.0,2021-11
203,39086,4.0,3.0,2.34,Connecticut,6238,3320.0,2021-06-01 00:00:00.000000,579900.0,175.0,2021-06
204,39126,3.0,3.0,0.17,Massachusetts,1092,1400.0,2021-06-16 00:00:00.000000,269900.0,193.0,2021-06
205,39614,3.0,2.0,0.63,Connecticut,6071,1166.0,2021-10-25 00:00:00.000000,249525.0,214.0,2021-10
206,39652,3.0,3.0,3.11,Massachusetts,1095,2275.0,2021-06-18 00:00:00.000000,599000.0,263.0,2021-06
207,39664,3.0,1.0,1.0,Connecticut,6076,1008.0,2021-09-20 00:00:00.000000,229900.0,228.0,2021-09
208,39681,5.0,3.0,0.35,Connecticut,6082,2064.0,2021-04-05 00:00:00.000000,349900.0,170.0,2021-04
209,39703,3.0,3.0,0.5,Connecticut,6082,1904.0,2021-06-28 00:00:00.000000,319900.0,168.0,2021-06
210,39759,3.0,2.0,0.16,Massachusetts,1108,1181.0,2021-06-15 00:00:00.000000,244900.0,207.0,2021-06
211,39791,4.0,2.0,0.15,Massachusetts,1069,1922.0,2021-09-20 00:00:00.000000,189000.0,98.0,2021-09
212,39801,3.0,2.0,0.14,Massachusetts,1151,1799.0,2021-12-14 00:00:00.000000,299000.0,166.0,2021-12
213,39844,3.0,1.0,0.17,Massachusetts,1109,1085.0,2022-01-21 00:00:00.000000,219900.0,203.0,2022-01
214,39903,3.0,3.0,0.17,Massachusetts,1092,1400.0,2021-06-16 00:00:00.000000,269900.0,193.0,2021-06
215,40176,3.0,2.0,5.49,Connecticut,6238,1288.0,2021-06-04 00:00:00.000000,164900.0,128.0,2021-06
216,40286,4.0,2.0,0.69,Connecticut,6029,1575.0,2021-06-07 00:00:00.000000,294999.0,187.0,2021-06
217,40360,3.0,3.0,1.02,Connecticut,6066,2358.0,2021-12-01 00:00:00.000000,625000.0,265.0,2021-12
218,40375,3.0,2.0,0.63,Connecticut,6071,1166.0,2021-10-25 00:00:00.000000,249525.0,214.0,2021-10
219,40417,4.0,2.0,1.43,Connecticut,6029,1758.0,2021-03-04 00:00:00.000000,349900.0,199.0,2021-03
220,40469,3.0,1.0,1.0,Connecticut,6076,1008.0,2021-09-20 00:00:00.000000,229900.0,228.0,2021-09
221,40519,3.0,2.0,0.93,Connecticut,6029,1028.0,2021-11-10 00:00:00.000000,259900.0,253.0,2021-11
222,40529,3.0,3.0,3.11,Massachusetts,1095,2275.0,2021-06-18 00:00:00.000000,599000.0,263.0,2021-06
223,40537,3.0,3.0,0.5,Connecticut,6082,1904.0,2021-06-28 00:00:00.000000,319900.0,168.0,2021-06
224,40559,5.0,3.0,0.35,Connecticut,6082,2064.0,2021-04-05 00:00:00.000000,349900.0,170.0,2021-04
225,40618,4.0,3.0,0.45,Connecticut,6066,1527.0,2021-10-27 00:00:00.000000,339900.0,223.0,2021-10
226,40619,3.0,3.0,2.59,Connecticut,6238,1800.0,2021-10-18 00:00:00.000000,384900.0,214.0,2021-10
