,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price,month
233644,for_sale,3.0,1.0,0.33,Cumberland,Rhode Island,2864.0,1120.0,2021-09-27,275000.0,2021-09
233662,for_sale,2.0,2.0,1.0,Cumberland,Rhode Island,2864.0,1864.0,2021-10-15,499000.0,2021-10
233740,for_sale,3.0,1.0,0.25,Portsmouth,Rhode Island,2871.0,1188.0,2021-04-14,489000.0,2021-04
233763,for_sale,4.0,5.0,0.51,Portsmouth,Rhode Island,2871.0,2711.0,2021-12-16,2895000.0,2021-12
233821,for_sale,3.0,1.0,0.23,Charlestown,Rhode Island,2813.0,1368.0,2022-01-26,599900.0,2022-01
233894,for_sale,4.0,1.0,2.02,Burrillville,Rhode Island,2830.0,1368.0,2021-11-18,339000.0,2021-11
233897,for_sale,4.0,3.0,10.43,Cumberland,Rhode Island,2864.0,4360.0,2021-04-16,879900.0,2021-04
233898,for_sale,3.0,3.0,0.5,Cumberland,Rhode Island,2864.0,1568.0,2021-09-27,444999.0,2021-09
233901,for_sale,4.0,2.0,0.63,Cumberland,Rhode Island,2864.0,1670.0,2021-04-09,380000.0,2021-04
233935,for_sale,3.0,1.0,0.1,Pawtucket,Rhode Island,2861.0,1536.0,2022-01-05,225000.0,2022-01
233946,for_sale,4.0,3.0,0.11,Pawtucket,Rhode Island,2861.0,2330.0,2021-08-31,484900.0,2021-08
233948,for_sale,3.0,2.0,0.1,Pawtucket,Rhode Island,2861.0,1674.0,2021-11-22,329000.0,2021-11
233951,for_sale,4.0,1.0,0.12,Pawtucket,Rhode Island,2861.0,1050.0,2022-03-04,309000.0,2022-03
233954,for_sale,4.0,2.0,0.1,Pawtucket,Rhode Island,2861.0,2160.0,2022-03-02,279000.0,2022-03
233961,for_sale,3.0,3.0,0.09,Pawtucket,Rhode Island,2861.0,1056.0,2021-11-03,395000.0,2021-11
233964,for_sale,3.0,1.0,0.08,Cumberland,Rhode Island,2864.0,1200.0,2021-08-25,275000.0,2021-08
233968,for_sale,3.0,1.0,0.24,Cumberland,Rhode Island,2864.0,1389.0,2022-02-25,349900.0,2022-02
233970,for_sale,3.0,3.0,0.5,Cumberland,Rhode Island,2864.0,1568.0,2021-09-27,444999.0,2021-09
233972,for_sale,4.0,3.0,10.43,Cumberland,Rhode Island,2864.0,4360.0,2021-04-16,879900.0,2021-04
233976,for_sale,4.0,2.0,0.63,Cumberland,Rhode Island,2864.0,1670.0,2021-04-09,380000.0,2021-04
233989,for_sale,3.0,3.0,0.41,Cumberland,Rhode Island,2864.0,2348.0,2021-10-01,715000.0,2021-10
234045,for_sale,3.0,2.0,0.14,Mystic,Connecticut,6355.0,1785.0,2021-08-24,1010000.0,2021-08
234115,for_sale,3.0,2.0,0.23,North Stonington,Connecticut,6359.0,1706.0,2021-05-03,353900.0,2021-05
234162,for_sale,3.0,3.0,2.67,Brooklyn,Connecticut,6234.0,1700.0,2021-09-20,395000.0,2021-09
234189,for_sale,4.0,3.0,1.51,Ledyard,Connecticut,6339.0,1850.0,2021-11-04,449900.0,2021-11
234217,for_sale,3.0,2.0,0.35,Groton,Connecticut,6355.0,864.0,2021-08-05,289000.0,2021-08
234221,for_sale,4.0,4.0,2.94,West Greenwich,Rhode Island,2817.0,2542.0,2022-02-25,629900.0,2022-02
234230,for_sale,2.0,2.0,0.37,Stonington,Connecticut,6379.0,1442.0,2021-05-19,275000.0,2021-05
234278,for_sale,4.0,4.0,0.29,Groton,Connecticut,6355.0,3009.0,2021-11-22,1399000.0,2021-11
234293,for_sale,4.0,2.0,0.3,Groton,Connecticut,6340.0,1594.0,2021-11-16,425000.0,2021-11
234317,for_sale,3.0,1.0,0.78,Killingly,Connecticut,6239.0,1550.0,2021-04-12,280000.0,2021-04
234382,for_sale,4.0,3.0,0.92,Ledyard,Connecticut,6339.0,2324.0,2021-11-04,535000.0,2021-11
234427,for_sale,3.0,1.0,0.37,Ledyard,Connecticut,6339.0,960.0,2021-04-08,240000.0,2021-04
234484,for_sale,3.0,1.0,1.02,Charlestown,Rhode Island,2813.0,1028.0,2021-11-18,360000.0,2021-11
234501,for_sale,3.0,3.0,7.4,Plainfield,Connecticut,6374.0,2860.0,2021-11-15,495000.0,2021-11
234510,for_sale,3.0,1.0,0.94,Sterling,Connecticut,6377.0,1152.0,2021-08-30,259625.0,2021-08
234555,for_sale,3.0,2.0,1.11,Ledyard,Connecticut,6335.0,1690.0,2021-09-22,349900.0,2021-09
234558,for_sale,3.0,3.0,0.46,Westerly,Rhode Island,2891.0,1458.0,2021-12-07,445000.0,2021-12
234595,for_sale,3.0,3.0,2.95,Voluntown,Connecticut,6384.0,2000.0,2021-03-29,599000.0,2021-03
234613,for_sale,3.0,3.0,0.56,Westerly,Rhode Island,2891.0,2000.0,2021-11-12,875000.0,2021-11
234614,for_sale,4.0,3.0,2.31,Ledyard,Connecticut,6339.0,1874.0,2021-11-04,469900.0,2021-11
234669,for_sale,3.0,2.0,0.35,Ledyard,Connecticut,6339.0,1560.0,2021-10-05,279900.0,2021-10
234685,for_sale,3.0,1.0,0.91,Killingly,Connecticut,6239.0,1144.0,2021-10-19,315000.0,2021-10
234706,for_sale,3.0,2.0,2.0,Canterbury,Connecticut,6331.0,1635.0,2021-11-02,329900.0,2021-11
234721,for_sale,3.0,1.0,0.29,Groton,Connecticut,6355.0,978.0,2021-09-21,329900.0,2021-09
234772,for_sale,3.0,2.0,0.74,Norwich,Connecticut,6360.0,1440.0,2021-03-16,255000.0,2021-03
234779,for_sale,3.0,2.0,0.26,Voluntown,Connecticut,6384.0,1040.0,2021-08-09,299900.0,2021-08
234781,for_sale,3.0,2.0,0.17,Westerly,Rhode Island,2891.0,2016.0,2022-01-14,395000.0,2022-01
234807,for_sale,3.0,3.0,0.16,East Providence,Rhode Island,2914.0,1350.0,2021-05-05,315000.0,2021-05
234809,for_sale,1.0,1.0,0.07,Warwick,Rhode Island,2889.0,640.0,2021-06-07,214900.0,2021-06
234812,for_sale,4.0,2.0,0.63,Cumberland,Rhode Island,2864.0,1670.0,2021-04-09,380000.0,2021-04
234814,for_sale,2.0,1.0,0.11,Warwick,Rhode Island,2888.0,1128.0,2021-06-07,255000.0,2021-06
234821,for_sale,6.0,2.0,0.47,West Warwick,Rhode Island,2893.0,1471.0,2021-09-24,279900.0,2021-09
234851,for_sale,3.0,3.0,0.5,Cumberland,Rhode Island,2864.0,1568.0,2021-09-27,444999.0,2021-09
234853,for_sale,3.0,1.0,0.28,Warren,Rhode Island,2885.0,903.0,2021-07-07,299999.0,2021-07
234854,for_sale,3.0,2.0,0.23,Cranston,Rhode Island,2910.0,1213.0,2021-11-23,325000.0,2021-11
234871,for_sale,3.0,1.0,0.07,Providence,Rhode Island,2907.0,950.0,2021-08-17,175000.0,2021-08
234874,for_sale,8.0,2.0,0.11,Pawtucket,Rhode Island,2860.0,5397.0,2022-01-10,455000.0,2022-01
234875,for_sale,4.0,3.0,10.43,Cumberland,Rhode Island,2864.0,4360.0,2021-04-16,879900.0,2021-04
234876,for_sale,3.0,1.0,0.22,Tiverton,Rhode Island,2878.0,1092.0,2021-07-02,310000.0,2021-07
234904,for_sale,3.0,3.0,0.15,Cranston,Rhode Island,2910.0,1320.0,2021-10-29,269000.0,2021-10
234911,for_sale,4.0,1.0,0.14,Warwick,Rhode Island,2888.0,864.0,2021-11-09,255000.0,2021-11
234914,for_sale,2.0,1.0,0.34,Warwick,Rhode Island,2886.0,788.0,2021-11-12,255000.0,2021-11
234919,for_sale,3.0,2.0,0.18,Middletown,Rhode Island,2842.0,1376.0,2021-08-24,439000.0,2021-08
234947,for_sale,3.0,1.0,0.1,Pawtucket,Rhode Island,2861.0,1536.0,2022-01-05,225000.0,2022-01
234949,for_sale,3.0,1.0,0.05,North Providence,Rhode Island,2911.0,1028.0,2021-05-21,254900.0,2021-05
234958,for_sale,5.0,2.0,0.24,Pawtucket,Rhode Island,2860.0,2256.0,2021-12-07,350000.0,2021-12
234985,for_sale,2.0,2.0,0.21,Coventry,Rhode Island,2816.0,912.0,2021-10-14,389900.0,2021-10
235005,for_sale,3.0,1.0,0.07,Providence,Rhode Island,2908.0,1084.0,2021-12-17,264000.0,2021-12
235007,for_sale,3.0,2.0,0.46,Cranston,Rhode Island,2920.0,2008.0,2022-02-15,549000.0,2022-02
235011,for_sale,2.0,2.0,0.15,Johnston,Rhode Island,2919.0,1197.0,2022-01-13,329000.0,2022-01
235017,for_sale,3.0,1.0,0.3,Attleboro,Massachusetts,2703.0,1280.0,2021-12-06,399900.0,2021-12
235021,for_sale,6.0,4.0,0.09,Providence,Rhode Island,2905.0,3600.0,2022-01-24,489000.0,2022-01
235025,for_sale,6.0,4.0,0.09,Providence,Rhode Island,2905.0,3600.0,2022-02-09,489000.0,2022-02
235038,for_sale,3.0,2.0,0.09,Providence,Rhode Island,2905.0,1750.0,2022-02-07,325000.0,2022-02
235057,for_sale,4.0,2.0,0.16,Middletown,Rhode Island,2842.0,1631.0,2021-12-10,479000.0,2021-12
235071,for_sale,3.0,1.0,0.1,Woonsocket,Rhode Island,2895.0,1012.0,2021-10-15,155000.0,2021-10
235079,for_sale,2.0,2.0,0.13,Providence,Rhode Island,2904.0,1025.0,2022-01-14,259900.0,2022-01
235110,for_sale,4.0,2.0,0.08,Providence,Rhode Island,2906.0,1792.0,2021-08-20,529000.0,2021-08
235115,for_sale,3.0,2.0,0.09,Warwick,Rhode Island,2889.0,1048.0,2021-12-02,259500.0,2021-12
235134,for_sale,3.0,2.0,0.1,Providence,Rhode Island,2904.0,1269.0,2022-02-10,274900.0,2022-02
235137,for_sale,3.0,1.0,0.06,Providence,Rhode Island,2906.0,1500.0,2022-03-02,299900.0,2022-03
235142,for_sale,4.0,2.0,0.08,Providence,Rhode Island,2908.0,1762.0,2022-03-04,284900.0,2022-03
235162,for_sale,6.0,2.0,0.23,North Providence,Rhode Island,2904.0,1827.0,2021-07-08,405000.0,2021-07
235181,for_sale,2.0,1.0,0.11,Coventry,Rhode Island,2816.0,1000.0,2021-12-07,225000.0,2021-12
235192,for_sale,3.0,3.0,0.41,Cumberland,Rhode Island,2864.0,2348.0,2021-10-01,715000.0,2021-10
235196,for_sale,4.0,2.0,0.11,Providence,Rhode Island,2909.0,2990.0,2021-05-04,359900.0,2021-05
235200,for_sale,4.0,2.0,0.19,Warwick,Rhode Island,2886.0,1545.0,2021-11-01,369900.0,2021-11
235206,for_sale,3.0,1.0,0.09,East Providence,Rhode Island,2914.0,1200.0,2022-03-02,329900.0,2022-03
235217,for_sale,3.0,1.0,0.07,Providence,Rhode Island,2905.0,800.0,2021-09-07,225000.0,2021-09
235253,for_sale,2.0,2.0,0.12,Providence,Rhode Island,2908.0,1248.0,2022-02-14,210000.0,2022-02
235281,for_sale,3.0,1.0,0.24,Cumberland,Rhode Island,2864.0,1389.0,2022-02-25,349900.0,2022-02
235286,for_sale,6.0,3.0,0.08,East Providence,Rhode Island,2914.0,4888.0,2021-03-04,449900.0,2021-03
235291,for_sale,6.0,2.0,0.07,Providence,Rhode Island,2909.0,2256.0,2021-04-23,455000.0,2021-04
235307,for_sale,3.0,1.0,0.08,Cumberland,Rhode Island,2864.0,1200.0,2021-08-25,275000.0,2021-08
235316,for_sale,4.0,1.0,0.12,Pawtucket,Rhode Island,2861.0,1050.0,2022-03-04,309000.0,2022-03
235318,for_sale,4.0,2.0,0.1,Pawtucket,Rhode Island,2861.0,2160.0,2022-03-02,279000.0,2022-03
235392,for_sale,2.0,1.0,0.4,Cranston,Rhode Island,2831.0,884.0,2021-10-20,334900.0,2021-10
235394,for_sale,3.0,2.0,0.1,Pawtucket,Rhode Island,2861.0,1674.0,2021-11-22,329000.0,2021-11
235426,for_sale,3.0,2.0,0.07,Providence,Rhode Island,2908.0,1550.0,2022-01-11,215000.0,2022-01
235451,for_sale,4.0,4.0,0.1,Providence,Rhode Island,2906.0,3026.0,2021-04-02,1050000.0,2021-04
235493,for_sale,4.0,2.0,0.39,Smithfield,Rhode Island,2917.0,1456.0,2021-08-06,469900.0,2021-08
235505,for_sale,3.0,1.0,0.07,Warwick,Rhode Island,2889.0,763.0,2021-05-19,197000.0,2021-05
235510,for_sale,3.0,2.0,1.95,North Kingstown,Rhode Island,2852.0,1716.0,2021-06-23,449900.0,2021-06
235511,for_sale,3.0,1.0,1.56,Glocester,Rhode Island,2814.0,1381.0,2022-01-19,342000.0,2022-01
235514,for_sale,4.0,3.0,0.11,Pawtucket,Rhode Island,2861.0,2330.0,2021-08-31,484900.0,2021-08
235524,for_sale,3.0,1.0,0.25,Warwick,Rhode Island,2886.0,912.0,2021-09-29,289900.0,2021-09
235532,for_sale,3.0,2.0,0.21,North Providence,Rhode Island,2911.0,1556.0,2021-09-03,365000.0,2021-09
235571,for_sale,3.0,2.0,0.18,Johnston,Rhode Island,2919.0,1570.0,2021-05-07,419900.0,2021-05
235586,for_sale,5.0,5.0,1.19,Middletown,Rhode Island,2842.0,4482.0,2022-02-17,5000000.0,2022-02
235596,for_sale,1.0,1.0,0.06,Bristol,Rhode Island,2809.0,594.0,2021-08-27,299900.0,2021-08
235629,for_sale,3.0,3.0,0.09,Pawtucket,Rhode Island,2861.0,1056.0,2021-11-03,395000.0,2021-11
235636,for_sale,4.0,4.0,0.83,Smithfield,Rhode Island,2828.0,3248.0,2021-06-29,674900.0,2021-06
235637,for_sale,3.0,1.0,0.23,West Warwick,Rhode Island,2893.0,1620.0,2021-09-02,299999.0,2021-09
235641,for_sale,13.0,5.0,0.3,Pawtucket,Rhode Island,2860.0,6976.0,2021-06-07,650000.0,2021-06
235662,for_sale,4.0,2.0,0.07,Providence,Rhode Island,2905.0,851.0,2021-04-29,295000.0,2021-04
235680,for_sale,2.0,1.0,0.2,Cranston,Rhode Island,2920.0,1240.0,2021-09-24,329900.0,2021-09
235696,for_sale,5.0,4.0,1.16,Warwick,Rhode Island,2818.0,4722.0,2021-05-18,789900.0,2021-05
235714,for_sale,3.0,1.0,0.11,Providence,Rhode Island,2907.0,1224.0,2021-11-22,289900.0,2021-11
235723,for_sale,3.0,1.0,0.11,West Warwick,Rhode Island,2893.0,1400.0,2021-10-01,289900.0,2021-10
235765,for_sale,4.0,2.0,0.38,North Providence,Rhode Island,2911.0,3458.0,2021-11-10,380000.0,2021-11
235782,for_sale,3.0,2.0,0.22,North Smithfield,Rhode Island,2896.0,912.0,2022-01-10,339000.0,2022-01
235785,for_sale,6.0,2.0,0.11,Pawtucket,Rhode Island,2860.0,3720.0,2021-12-01,324000.0,2021-12
235795,for_sale,8.0,3.0,0.09,Providence,Rhode Island,2907.0,4128.0,2021-04-19,399900.0,2021-04
235809,for_sale,3.0,3.0,0.76,Barrington,Rhode Island,2806.0,2100.0,2021-12-16,559900.0,2021-12
235858,for_sale,3.0,2.0,0.11,Cranston,Rhode Island,2910.0,1645.0,2021-08-13,339900.0,2021-08
235884,for_sale,3.0,2.0,0.24,West Warwick,Rhode Island,2893.0,1085.0,2021-04-14,339900.0,2021-04
235926,for_sale,3.0,1.0,0.12,Pawtucket,Rhode Island,2861.0,1161.0,2021-12-30,325000.0,2021-12
235930,for_sale,3.0,1.0,0.27,Warwick,Rhode Island,2888.0,1393.0,2021-07-16,400000.0,2021-07
235958,for_sale,3.0,2.0,0.1,Cranston,Rhode Island,2920.0,1175.0,2021-06-15,317500.0,2021-06
235967,for_sale,3.0,1.0,0.48,North Kingstown,Rhode Island,2852.0,1150.0,2021-06-01,429900.0,2021-06
235994,for_sale,3.0,4.0,0.74,Warwick,Rhode Island,2886.0,2139.0,2022-03-02,455000.0,2022-03
235995,for_sale,3.0,2.0,0.07,North Providence,Rhode Island,2911.0,1662.0,2021-10-08,325000.0,2021-10
236007,for_sale,3.0,2.0,0.16,Woonsocket,Rhode Island,2895.0,1038.0,2021-09-17,349000.0,2021-09
236025,for_sale,2.0,1.0,0.15,Warwick,Rhode Island,2889.0,889.0,2021-07-23,249900.0,2021-07
236027,for_sale,4.0,2.0,0.11,Providence,Rhode Island,2908.0,1267.0,2021-05-11,269900.0,2021-05
236090,for_sale,3.0,1.0,0.26,West Warwick,Rhode Island,2893.0,1050.0,2021-11-18,364900.0,2021-11
236097,for_sale,2.0,2.0,0.11,Cranston,Rhode Island,2910.0,1028.0,2021-06-30,310000.0,2021-06
236106,for_sale,2.0,1.0,0.23,Warwick,Rhode Island,2889.0,930.0,2022-01-10,249900.0,2022-01
236193,for_sale,3.0,3.0,0.11,Pawtucket,Rhode Island,2861.0,3359.0,2021-03-31,200000.0,2021-03
236229,for_sale,6.0,3.0,0.44,Cumberland,Rhode Island,2864.0,2137.0,2021-11-12,399900.0,2021-11
236244,for_sale,2.0,1.0,0.11,Providence,Rhode Island,2908.0,1076.0,2021-11-19,259900.0,2021-11
236285,for_sale,10.0,2.0,0.12,Woonsocket,Rhode Island,2895.0,2504.0,2021-03-15,330000.0,2021-03
236287,for_sale,3.0,2.0,0.08,Providence,Rhode Island,2909.0,1613.0,2021-12-20,350000.0,2021-12
236337,for_sale,2.0,1.0,0.2,Middletown,Rhode Island,2842.0,904.0,2021-04-06,850000.0,2021-04
236350,for_sale,3.0,3.0,0.67,Barrington,Rhode Island,2806.0,2583.0,2021-05-10,749900.0,2021-05
236388,for_sale,2.0,3.0,0.15,Newport,Rhode Island,2840.0,1627.0,2021-12-20,1469000.0,2021-12
236392,for_sale,2.0,1.0,0.12,Barrington,Rhode Island,2806.0,970.0,2021-03-25,379000.0,2021-03
236402,for_sale,3.0,3.0,0.53,North Kingstown,Rhode Island,2852.0,1731.0,2021-10-18,570000.0,2021-10
236405,for_sale,3.0,1.0,0.32,Smithfield,Rhode Island,2828.0,976.0,2021-10-07,309900.0,2021-10
236408,for_sale,7.0,4.0,0.12,Cranston,Rhode Island,2905.0,4390.0,2021-10-29,409900.0,2021-10
236426,for_sale,3.0,2.0,0.16,East Providence,Rhode Island,2915.0,952.0,2022-01-07,429900.0,2022-01
236445,for_sale,3.0,2.0,0.1,Woonsocket,Rhode Island,2895.0,1047.0,2021-12-14,269994.0,2021-12
236452,for_sale,3.0,2.0,0.11,Cranston,Rhode Island,2910.0,1638.0,2022-01-07,325000.0,2022-01
236466,for_sale,3.0,2.0,0.12,Barrington,Rhode Island,2806.0,1150.0,2021-11-04,569000.0,2021-11
236491,for_sale,3.0,2.0,0.2,Warwick,Rhode Island,2888.0,2316.0,2021-05-18,385000.0,2021-05
236519,for_sale,3.0,1.0,0.33,Cumberland,Rhode Island,2864.0,1120.0,2021-09-27,275000.0,2021-09
236526,for_sale,3.0,1.0,0.09,Providence,Rhode Island,2904.0,1134.0,2021-12-06,299900.0,2021-12
236589,for_sale,3.0,2.0,0.18,Cranston,Rhode Island,2920.0,1107.0,2022-01-10,375000.0,2022-01
236625,for_sale,3.0,1.0,0.15,West Warwick,Rhode Island,2893.0,1096.0,2021-10-18,299900.0,2021-10
236632,for_sale,3.0,2.0,0.22,Pawtucket,Rhode Island,2861.0,1316.0,2021-11-05,389900.0,2021-11
236634,for_sale,3.0,2.0,0.12,Cranston,Rhode Island,2905.0,1200.0,2022-01-04,395000.0,2022-01
236672,for_sale,3.0,1.0,0.25,Portsmouth,Rhode Island,2871.0,1188.0,2021-04-14,489000.0,2021-04
236694,for_sale,3.0,2.0,0.12,Barrington,Rhode Island,2806.0,1540.0,2021-09-10,520000.0,2021-09
236741,for_sale,3.0,1.0,0.13,Woonsocket,Rhode Island,2895.0,1056.0,2021-04-05,319000.0,2021-04
236743,for_sale,6.0,4.0,1.02,Middletown,Rhode Island,2842.0,5044.0,2021-04-01,1000000.0,2021-04
236756,for_sale,3.0,2.0,0.21,Warwick,Rhode Island,2888.0,1020.0,2021-10-19,349900.0,2021-10
236784,for_sale,3.0,2.0,1.49,North Smithfield,Rhode Island,2896.0,1977.0,2021-12-30,550000.0,2021-12
236796,for_sale,3.0,1.0,0.16,Warwick,Rhode Island,2886.0,1142.0,2021-08-16,314900.0,2021-08
236803,for_sale,3.0,2.0,0.23,Providence,Rhode Island,2906.0,2023.0,2021-10-14,1095000.0,2021-10
236834,for_sale,5.0,3.0,0.12,East Providence,Rhode Island,2914.0,1880.0,2022-02-07,342500.0,2022-02
236845,for_sale,2.0,1.0,0.17,Cranston,Rhode Island,2920.0,1100.0,2021-08-31,309000.0,2021-08
236846,for_sale,3.0,2.0,0.09,Providence,Rhode Island,2905.0,1530.0,2021-04-19,320000.0,2021-04
236847,for_sale,2.0,2.0,1.0,Cumberland,Rhode Island,2864.0,1864.0,2021-10-15,499000.0,2021-10
236886,for_sale,4.0,2.0,0.15,Providence,Rhode Island,2909.0,4256.0,2022-01-21,425000.0,2022-01
236887,for_sale,3.0,2.0,0.11,Pawtucket,Rhode Island,2860.0,2360.0,2021-05-04,319000.0,2021-05
236890,for_sale,1.0,1.0,0.15,Warwick,Rhode Island,2889.0,648.0,2021-05-28,200000.0,2021-05
236896,for_sale,3.0,3.0,0.1,East Providence,Rhode Island,2914.0,1352.0,2021-12-01,324900.0,2021-12
236905,for_sale,4.0,3.0,0.2,Johnston,Rhode Island,2919.0,1512.0,2021-03-31,419000.0,2021-03
236941,for_sale,3.0,3.0,0.2,Warwick,Rhode Island,2889.0,1512.0,2022-02-18,399900.0,2022-02
236953,for_sale,4.0,2.0,0.16,East Providence,Rhode Island,2915.0,1590.0,2021-09-20,469900.0,2021-09
236969,for_sale,6.0,4.0,0.09,Providence,Rhode Island,2909.0,3520.0,2021-07-09,450000.0,2021-07
236980,for_sale,4.0,5.0,0.33,East Greenwich,Rhode Island,2818.0,4070.0,2021-03-24,1675000.0,2021-03
237015,for_sale,3.0,3.0,0.11,East Greenwich,Rhode Island,2818.0,2472.0,2021-06-25,699900.0,2021-06
237024,for_sale,4.0,2.0,0.3,Bristol,Rhode Island,2809.0,2285.0,2021-09-27,543000.0,2021-09
237031,for_sale,3.0,1.0,0.24,Smithfield,Rhode Island,2828.0,1052.0,2021-11-30,369999.0,2021-11
237077,for_sale,3.0,2.0,0.2,Cranston,Rhode Island,2920.0,1311.0,2021-06-07,489900.0,2021-06
237079,for_sale,4.0,3.0,0.24,Barrington,Rhode Island,2806.0,2166.0,2021-09-23,785000.0,2021-09
237083,for_sale,4.0,5.0,0.51,Portsmouth,Rhode Island,2871.0,2711.0,2021-12-16,2895000.0,2021-12
237119,for_sale,4.0,3.0,0.2,Portsmouth,Rhode Island,2871.0,2900.0,2021-04-16,990000.0,2021-04
237183,for_sale,3.0,1.0,1.17,Thompson,Connecticut,6255.0,912.0,2022-02-17,269900.0,2022-02
237184,for_sale,3.0,1.0,0.1,Woonsocket,Rhode Island,2895.0,1012.0,2021-10-15,155000.0,2021-10
237209,for_sale,4.0,5.0,4.98,Thompson,Connecticut,6255.0,4388.0,2021-05-06,825000.0,2021-05
237234,for_sale,4.0,1.0,0.22,Burrillville,Rhode Island,2859.0,1476.0,2021-03-11,345000.0,2021-03
237256,for_sale,3.0,1.0,1.56,Glocester,Rhode Island,2814.0,1381.0,2022-01-19,342000.0,2022-01
237275,for_sale,4.0,2.0,0.39,Smithfield,Rhode Island,2917.0,1456.0,2021-08-06,469900.0,2021-08
237288,for_sale,3.0,3.0,1.0,Scituate,Rhode Island,2857.0,1904.0,2021-05-20,475000.0,2021-05
237293,for_sale,5.0,3.0,2.1,Burrillville,Rhode Island,2859.0,3239.0,2021-11-22,599000.0,2021-11
237299,for_sale,4.0,4.0,0.83,Smithfield,Rhode Island,2828.0,3248.0,2021-06-29,674900.0,2021-06
237317,for_sale,3.0,2.0,0.22,North Smithfield,Rhode Island,2896.0,912.0,2022-01-10,339000.0,2022-01
237353,for_sale,3.0,1.0,0.23,Putnam,Connecticut,6260.0,912.0,2021-09-22,239000.0,2021-09
237360,for_sale,3.0,2.0,0.16,Woonsocket,Rhode Island,2895.0,1038.0,2021-09-17,349000.0,2021-09
237381,for_sale,10.0,2.0,0.12,Woonsocket,Rhode Island,2895.0,2504.0,2021-03-15,330000.0,2021-03
237389,for_sale,3.0,3.0,0.21,Burrillville,Rhode Island,2859.0,2318.0,2021-10-14,449000.0,2021-10
237413,for_sale,3.0,2.0,0.1,Woonsocket,Rhode Island,2895.0,1047.0,2021-12-14,269994.0,2021-12
237425,for_sale,3.0,1.0,0.32,Smithfield,Rhode Island,2828.0,976.0,2021-10-07,309900.0,2021-10
237444,for_sale,3.0,1.0,0.33,Cumberland,Rhode Island,2864.0,1120.0,2021-09-27,275000.0,2021-09
237460,for_sale,3.0,1.0,0.13,Woonsocket,Rhode Island,2895.0,1056.0,2021-04-05,319000.0,2021-04
237465,for_sale,3.0,2.0,1.49,North Smithfield,Rhode Island,2896.0,1977.0,2021-12-30,550000.0,2021-12
237474,for_sale,3.0,2.0,0.34,Franklin,Massachusetts,2038.0,967.0,2021-04-29,499900.0,2021-04
237481,for_sale,4.0,2.0,0.32,Putnam,Connecticut,6260.0,1665.0,2021-10-21,315000.0,2021-10
237493,for_sale,3.0,1.0,0.24,North Smithfield,Rhode Island,2896.0,1478.0,2021-12-07,399000.0,2021-12
237522,for_sale,2.0,1.0,0.46,Glocester,Rhode Island,2814.0,875.0,2022-02-08,179000.0,2022-02
237533,for_sale,3.0,2.0,0.19,Woonsocket,Rhode Island,2895.0,1654.0,2022-01-04,339900.0,2022-01
237569,for_sale,3.0,2.0,1.95,North Kingstown,Rhode Island,2852.0,1716.0,2021-06-23,449900.0,2021-06
237599,for_sale,1.0,1.0,0.07,Warwick,Rhode Island,2889.0,640.0,2021-06-07,214900.0,2021-06
237605,for_sale,3.0,1.0,0.28,Warren,Rhode Island,2885.0,903.0,2021-07-07,299999.0,2021-07
237606,for_sale,3.0,1.0,0.22,Tiverton,Rhode Island,2878.0,1092.0,2021-07-02,310000.0,2021-07
237610,for_sale,3.0,2.0,0.18,Middletown,Rhode Island,2842.0,1376.0,2021-08-24,439000.0,2021-08
237658,for_sale,4.0,2.0,0.16,Middletown,Rhode Island,2842.0,1631.0,2021-12-10,479000.0,2021-12
237776,for_sale,3.0,1.0,0.07,Warwick,Rhode Island,2889.0,763.0,2021-05-19,197000.0,2021-05
237809,for_sale,1.0,1.0,0.06,Bristol,Rhode Island,2809.0,594.0,2021-08-27,299900.0,2021-08
237811,for_sale,3.0,2.0,1.95,North Kingstown,Rhode Island,2852.0,1716.0,2021-06-23,449900.0,2021-06
237847,for_sale,5.0,5.0,1.19,Middletown,Rhode Island,2842.0,4482.0,2022-02-17,5000000.0,2022-02
237880,for_sale,5.0,4.0,1.16,Warwick,Rhode Island,2818.0,4722.0,2021-05-18,789900.0,2021-05
237884,for_sale,4.0,6.0,2.96,East Greenwich,Rhode Island,2818.0,6959.0,2021-10-14,2100000.0,2021-10
237940,for_sale,3.0,1.0,0.48,North Kingstown,Rhode Island,2852.0,1150.0,2021-06-01,429900.0,2021-06
238041,for_sale,2.0,3.0,0.15,Newport,Rhode Island,2840.0,1627.0,2021-12-20,1469000.0,2021-12
238052,for_sale,3.0,3.0,0.53,North Kingstown,Rhode Island,2852.0,1731.0,2021-10-18,570000.0,2021-10
238072,for_sale,2.0,1.0,0.2,Middletown,Rhode Island,2842.0,904.0,2021-04-06,850000.0,2021-04
238150,for_sale,3.0,1.0,0.25,Portsmouth,Rhode Island,2871.0,1188.0,2021-04-14,489000.0,2021-04
238184,for_sale,6.0,4.0,1.02,Middletown,Rhode Island,2842.0,5044.0,2021-04-01,1000000.0,2021-04
238268,for_sale,3.0,1.0,0.17,Warwick,Rhode Island,2889.0,1037.0,2021-09-22,339900.0,2021-09
238275,for_sale,4.0,5.0,0.33,East Greenwich,Rhode Island,2818.0,4070.0,2021-03-24,1675000.0,2021-03
238347,for_sale,4.0,3.0,10.43,Cumberland,Rhode Island,2864.0,4360.0,2021-04-16,879900.0,2021-04
